## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR19male2_sorted.bam] OUTPUT=../bams/MR19male2_sorted_marked.bam METRICS_FILE=MR19male2_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 09 22:55:01 GMT 2014

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	25103	14857577	357749	878173	8357	2257406	323333	0.152089	49650666

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
65.0	3.940476	14	0	16
66.0	3.940476	18	0	19
67.0	3.940476	16	0	12
68.0	3.940476	16	0	13
69.0	3.940476	20	0	19
70.0	3.940476	15	0	16
71.0	3.940476	22	0	24
72.0	3.940476	16	0	13
73.0	3.940476	13	0	12
74.0	3.940476	12	0	14
75.0	3.940476	9	0	14
76.0	3.940476	17	0	14
77.0	3.940476	15	0	17
78.0	3.940476	16	0	18
79.0	3.940476	18	0	12
80.0	3.940476	10	0	10
81.0	3.940476	14	0	13
82.0	3.940476	9	0	14
83.0	3.940476	18	0	17
84.0	3.940476	13	0	18
85.0	3.940476	20	0	17
86.0	3.940476	17	0	12
87.0	3.940476	10	0	9
88.0	3.940476	11	0	10
89.0	3.940476	8	0	11
90.0	3.940476	11	0	16
91.0	3.940476	18	0	15
92.0	3.940476	11	0	9
93.0	3.940476	10	0	9
94.0	3.940476	4	0	6
95.0	3.940476	10	0	10
96.0	3.940476	12	0	12
97.0	3.940476	7	0	10
98.0	3.940476	12	0	12
99.0	3.940476	15	0	8
100.0	3.940476	3	0	4
101.0	0	11	0	11
102.0	0	5	0	6
103.0	0	6	0	5
104.0	0	8	0	8
105.0	0	9	0	7
106.0	0	7	0	11
107.0	0	12	0	9
108.0	0	4	0	8
109.0	0	13	0	8
110.0	0	5	0	7
111.0	0	9	0	8
112.0	0	5	0	4
113.0	0	8	0	9
114.0	0	2	0	9
115.0	0	10	0	6
116.0	0	7	0	5
117.0	0	6	0	3
118.0	0	1	0	4
119.0	0	9	0	7
120.0	0	5	0	3
121.0	0	4	0	5
122.0	0	1	0	2
123.0	0	6	0	7
124.0	0	6	0	2
125.0	0	4	0	8
126.0	0	3	0	3
127.0	0	7	0	7
128.0	0	1	0	5
129.0	0	6	0	4
130.0	0	8	0	4
131.0	0	7	0	9
132.0	0	8	0	9
133.0	0	5	0	10
134.0	0	3	0	4
135.0	0	11	0	4
136.0	0	5	0	3
137.0	0	4	0	4
138.0	0	5	0	5
139.0	0	5	0	6
140.0	0	2	0	2
141.0	0	3	0	3
142.0	0	3	0	3
143.0	0	1	0	3
144.0	0	4	0	4
145.0	0	3	0	3
146.0	0	7	0	6
147.0	0	4	0	2
148.0	0	2	0	2
149.0	0	2	0	3
150.0	0	1	0	2
151.0	0	5	0	3
152.0	0	4	0	4
153.0	0	2	0	1
154.0	0	2	0	1
155.0	0	2	0	3
156.0	0	3	0	3
157.0	0	3	0	5
158.0	0	2	0	3
159.0	0	3	0	2
160.0	0	5	0	4
161.0	0	4	0	3
162.0	0	3	0	1
163.0	0	2	0	3
165.0	0	2	0	2
166.0	0	2	0	3
167.0	0	1	0	2
168.0	0	4	0	3
169.0	0	2	0	3
170.0	0	2	0	0
171.0	0	1	0	0
172.0	0	1	0	3
173.0	0	1	0	1
174.0	0	2	0	1
175.0	0	1	0	3
176.0	0	0	0	1
177.0	0	4	0	3
178.0	0	3	0	4
179.0	0	3	0	4
180.0	0	2	0	2
181.0	0	5	0	3
182.0	0	1	0	0
183.0	0	3	0	0
184.0	0	0	0	1
185.0	0	3	0	6
186.0	0	2	0	0
187.0	0	2	0	3
188.0	0	2	0	3
189.0	0	2	0	1
190.0	0	1	0	2
192.0	0	0	0	1
193.0	0	5	0	2
194.0	0	2	0	2
195.0	0	1	0	3
196.0	0	2	0	1
197.0	0	1	0	0
198.0	0	1	0	4
199.0	0	0	0	2
200.0	0	5	0	4
201.0	0	2	0	4
202.0	0	4	0	1
203.0	0	1	0	0
204.0	0	2	0	3
205.0	0	4	0	2
206.0	0	2	0	3
207.0	0	0	0	1
208.0	0	2	0	1
209.0	0	2	0	3
210.0	0	2	0	1
211.0	0	0	0	3
212.0	0	1	0	2
213.0	0	2	0	2
214.0	0	5	0	3
215.0	0	2	0	0
216.0	0	1	0	0
217.0	0	3	0	0
218.0	0	0	0	2
220.0	0	1	0	1
221.0	0	2	0	4
222.0	0	2	0	3
223.0	0	1	0	1
224.0	0	0	0	1
225.0	0	2	0	1
226.0	0	1	0	0
227.0	0	1	0	2
228.0	0	1	0	0
229.0	0	3	0	0
230.0	0	1	0	1
231.0	0	1	0	3
233.0	0	2	0	1
234.0	0	1	0	0
235.0	0	1	0	1
236.0	0	1	0	0
237.0	0	1	0	1
239.0	0	0	0	2
240.0	0	0	0	1
241.0	0	1	0	3
242.0	0	3	0	0
243.0	0	2	0	1
244.0	0	1	0	1
246.0	0	0	0	1
247.0	0	1	0	0
248.0	0	0	0	2
250.0	0	1	0	1
251.0	0	2	0	0
252.0	0	0	0	1
253.0	0	1	0	2
255.0	0	0	0	1
256.0	0	1	0	0
257.0	0	1	0	1
258.0	0	1	0	1
260.0	0	1	0	1
261.0	0	1	0	0
263.0	0	2	0	0
264.0	0	0	0	1
265.0	0	1	0	1
267.0	0	1	0	1
268.0	0	0	0	2
269.0	0	0	0	2
270.0	0	2	0	1
271.0	0	1	0	1
272.0	0	2	0	1
273.0	0	0	0	1
274.0	0	1	0	2
275.0	0	1	0	0
276.0	0	2	0	0
277.0	0	1	0	0
278.0	0	1	0	0
280.0	0	0	0	2
282.0	0	1	0	0
283.0	0	0	0	1
285.0	0	1	0	2
286.0	0	1	0	0
287.0	0	1	0	1
288.0	0	0	0	1
289.0	0	1	0	1
290.0	0	1	0	1
292.0	0	3	0	0
293.0	0	0	0	1
294.0	0	1	0	1
295.0	0	0	0	1
296.0	0	1	0	0
297.0	0	1	0	0
299.0	0	0	0	1
303.0	0	1	0	0
304.0	0	0	0	1
305.0	0	0	0	1
306.0	0	1	0	0
308.0	0	1	0	0
314.0	0	0	0	1
315.0	0	0	0	1
316.0	0	0	0	1
318.0	0	3	0	0
320.0	0	0	0	1
321.0	0	0	0	1
322.0	0	2	0	1
323.0	0	0	0	1
325.0	0	2	0	1
326.0	0	1	0	0
330.0	0	0	0	1
333.0	0	1	0	1
334.0	0	0	0	1
337.0	0	0	0	1
339.0	0	1	0	1
340.0	0	2	0	0
342.0	0	1	0	0
345.0	0	0	0	1
346.0	0	1	0	0
349.0	0	0	0	1
351.0	0	1	0	0
353.0	0	0	0	1
359.0	0	1	0	0
361.0	0	0	0	1
362.0	0	1	0	0
363.0	0	0	0	1
364.0	0	0	0	1
365.0	0	0	0	1
366.0	0	0	0	1
367.0	0	1	0	0
368.0	0	1	0	0
371.0	0	2	0	0
373.0	0	0	0	1
374.0	0	0	0	1
375.0	0	0	0	1
377.0	0	1	0	1
378.0	0	1	0	0
379.0	0	1	0	0
380.0	0	1	0	1
387.0	0	0	0	1
389.0	0	1	0	0
391.0	0	0	0	1
392.0	0	1	0	0
393.0	0	1	0	0
395.0	0	0	0	1
398.0	0	1	0	0
399.0	0	0	0	1
404.0	0	0	0	1
405.0	0	1	0	0
408.0	0	1	0	0
409.0	0	0	0	1
410.0	0	0	0	1
412.0	0	0	0	1
415.0	0	1	0	0
416.0	0	1	0	0
420.0	0	1	0	0
421.0	0	0	0	1
423.0	0	1	0	0
438.0	0	0	0	1
439.0	0	0	0	1
440.0	0	1	0	0
444.0	0	0	0	2
447.0	0	1	0	0
448.0	0	2	0	0
453.0	0	0	0	2
456.0	0	1	0	0
458.0	0	1	0	0
479.0	0	0	0	1
484.0	0	1	0	0
489.0	0	0	0	1
491.0	0	1	0	0
497.0	0	0	0	1
501.0	0	1	0	0
515.0	0	0	0	1
519.0	0	1	0	0
570.0	0	0	0	1
575.0	0	1	0	0
630.0	0	0	0	1
633.0	0	0	0	1
639.0	0	1	0	0
644.0	0	1	0	0
651.0	0	0	0	1
653.0	0	1	0	0
668.0	0	0	0	1
675.0	0	1	0	0
680.0	0	0	0	1
686.0	0	1	0	0
711.0	0	0	0	1
713.0	0	1	0	0
728.0	0	0	0	1
734.0	0	1	0	0
929.0	0	0	0	1
942.0	0	1	0	0
1021.0	0	0	0	1
1032.0	0	1	0	0
1318.0	0	0	0	1
1330.0	0	1	0	0

