## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR20female1_sorted.bam] OUTPUT=../bams/MR20female1_sorted_marked.bam METRICS_FILE=MR20female1_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 12:08:22 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	42758	18331398	434478	1250870	14728	2947581	416309	0.161008	57273026

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
65.0	3.72294	23	0	20
66.0	3.72294	19	0	20
67.0	3.72294	20	0	15
68.0	3.72294	15	0	9
69.0	3.72294	5	0	14
70.0	3.72294	16	0	18
71.0	3.72294	10	0	16
72.0	3.72294	21	0	24
73.0	3.72294	25	0	19
74.0	3.72294	20	0	14
75.0	3.72294	17	0	16
76.0	3.72294	13	0	9
77.0	3.72294	12	0	16
78.0	3.72294	13	0	14
79.0	3.72294	11	0	12
80.0	3.72294	15	0	13
81.0	3.72294	16	0	16
82.0	3.72294	11	0	15
83.0	3.72294	11	0	11
84.0	3.72294	13	0	9
85.0	3.72294	9	0	12
86.0	3.72294	15	0	10
87.0	3.72294	11	0	9
88.0	3.72294	9	0	11
89.0	3.72294	7	0	8
90.0	3.72294	7	0	7
91.0	3.72294	12	0	11
92.0	3.72294	9	0	15
93.0	3.72294	9	0	4
94.0	3.72294	10	0	10
95.0	3.72294	7	0	5
96.0	3.72294	8	0	9
97.0	3.72294	11	0	11
98.0	3.72294	8	0	12
99.0	3.72294	13	0	12
100.0	3.72294	5	0	11
101.0	0	13	0	5
102.0	0	7	0	15
103.0	0	11	0	4
104.0	0	10	0	8
105.0	0	5	0	8
106.0	0	10	0	7
107.0	0	7	0	5
108.0	0	4	0	7
109.0	0	5	0	6
110.0	0	11	0	7
111.0	0	7	0	5
112.0	0	1	0	4
113.0	0	3	0	7
114.0	0	9	0	8
115.0	0	6	0	3
116.0	0	4	0	6
117.0	0	5	0	3
118.0	0	5	0	4
119.0	0	4	0	11
120.0	0	6	0	6
121.0	0	7	0	5
122.0	0	7	0	3
123.0	0	8	0	3
124.0	0	2	0	5
125.0	0	1	0	1
126.0	0	4	0	3
127.0	0	3	0	4
128.0	0	2	0	2
129.0	0	4	0	2
130.0	0	3	0	6
131.0	0	3	0	3
132.0	0	4	0	4
133.0	0	4	0	8
134.0	0	6	0	4
135.0	0	6	0	1
136.0	0	4	0	4
137.0	0	4	0	4
138.0	0	3	0	7
139.0	0	1	0	4
140.0	0	9	0	3
141.0	0	3	0	6
142.0	0	4	0	2
143.0	0	5	0	5
144.0	0	3	0	3
145.0	0	6	0	4
146.0	0	2	0	2
147.0	0	3	0	2
148.0	0	3	0	3
149.0	0	1	0	3
150.0	0	2	0	4
151.0	0	2	0	3
152.0	0	5	0	1
153.0	0	0	0	3
154.0	0	4	0	0
155.0	0	4	0	5
157.0	0	3	0	2
158.0	0	1	0	2
159.0	0	1	0	3
160.0	0	3	0	5
161.0	0	4	0	2
162.0	0	3	0	0
163.0	0	0	0	3
164.0	0	4	0	5
165.0	0	1	0	1
166.0	0	5	0	3
167.0	0	0	0	3
168.0	0	4	0	3
170.0	0	1	0	1
171.0	0	5	0	2
172.0	0	1	0	3
173.0	0	1	0	1
174.0	0	3	0	1
175.0	0	2	0	2
176.0	0	1	0	3
177.0	0	2	0	1
178.0	0	5	0	3
179.0	0	2	0	4
180.0	0	3	0	3
181.0	0	2	0	2
182.0	0	1	0	4
183.0	0	2	0	2
184.0	0	5	0	2
185.0	0	1	0	2
186.0	0	2	0	4
187.0	0	3	0	3
188.0	0	3	0	1
189.0	0	3	0	3
190.0	0	1	0	1
191.0	0	2	0	0
192.0	0	2	0	5
193.0	0	2	0	3
194.0	0	3	0	4
195.0	0	3	0	1
196.0	0	2	0	0
197.0	0	4	0	1
198.0	0	2	0	2
199.0	0	1	0	1
200.0	0	0	0	1
201.0	0	1	0	0
202.0	0	2	0	1
204.0	0	1	0	2
207.0	0	0	0	1
208.0	0	2	0	2
210.0	0	1	0	2
211.0	0	1	0	2
213.0	0	4	0	2
214.0	0	2	0	1
215.0	0	0	0	1
216.0	0	1	0	1
217.0	0	2	0	0
218.0	0	0	0	2
219.0	0	1	0	0
220.0	0	1	0	1
222.0	0	1	0	0
223.0	0	0	0	1
224.0	0	1	0	0
225.0	0	0	0	1
227.0	0	1	0	2
228.0	0	0	0	3
229.0	0	1	0	0
230.0	0	1	0	0
231.0	0	2	0	1
232.0	0	1	0	3
233.0	0	1	0	0
234.0	0	1	0	0
235.0	0	0	0	3
236.0	0	1	0	1
238.0	0	0	0	2
239.0	0	1	0	2
240.0	0	4	0	0
241.0	0	3	0	1
244.0	0	1	0	0
246.0	0	0	0	4
247.0	0	2	0	1
248.0	0	2	0	0
249.0	0	1	0	1
250.0	0	1	0	1
251.0	0	1	0	0
253.0	0	0	0	1
254.0	0	1	0	0
256.0	0	1	0	2
257.0	0	0	0	1
258.0	0	1	0	1
259.0	0	1	0	1
260.0	0	1	0	0
261.0	0	1	0	0
263.0	0	0	0	1
264.0	0	1	0	1
267.0	0	2	0	1
270.0	0	1	0	0
271.0	0	1	0	3
273.0	0	3	0	3
274.0	0	0	0	2
275.0	0	1	0	0
276.0	0	1	0	0
277.0	0	1	0	0
278.0	0	1	0	1
280.0	0	0	0	2
281.0	0	1	0	1
282.0	0	2	0	1
283.0	0	0	0	1
284.0	0	2	0	1
286.0	0	1	0	0
287.0	0	1	0	0
291.0	0	0	0	2
293.0	0	1	0	0
294.0	0	0	0	1
296.0	0	1	0	0
297.0	0	1	0	3
299.0	0	1	0	0
301.0	0	1	0	1
303.0	0	1	0	1
304.0	0	0	0	1
305.0	0	1	0	0
306.0	0	2	0	0
309.0	0	0	0	1
311.0	0	0	0	1
312.0	0	1	0	1
313.0	0	1	0	0
314.0	0	0	0	1
315.0	0	1	0	0
317.0	0	1	0	0
318.0	0	0	0	1
320.0	0	1	0	0
321.0	0	0	0	2
324.0	0	2	0	0
325.0	0	1	0	1
327.0	0	0	0	1
330.0	0	0	0	1
331.0	0	0	0	1
332.0	0	1	0	1
334.0	0	0	0	2
335.0	0	1	0	1
336.0	0	0	0	1
337.0	0	1	0	0
338.0	0	2	0	2
339.0	0	1	0	0
340.0	0	2	0	0
341.0	0	1	0	0
343.0	0	1	0	0
345.0	0	0	0	1
347.0	0	1	0	1
348.0	0	1	0	1
350.0	0	1	0	0
352.0	0	0	0	1
353.0	0	0	0	1
354.0	0	0	0	1
356.0	0	1	0	0
359.0	0	2	0	1
360.0	0	0	0	1
363.0	0	0	0	1
365.0	0	1	0	0
367.0	0	1	0	0
368.0	0	1	0	0
371.0	0	0	0	1
373.0	0	1	0	1
375.0	0	1	0	0
376.0	0	0	0	1
380.0	0	1	0	0
399.0	0	0	0	1
404.0	0	1	0	0
407.0	0	0	0	1
410.0	0	0	0	1
411.0	0	1	0	0
412.0	0	1	0	0
417.0	0	0	0	1
418.0	0	1	0	0
430.0	0	0	0	1
435.0	0	1	0	0
457.0	0	1	0	1
464.0	0	0	0	1
469.0	0	1	0	0
472.0	0	0	0	1
475.0	0	1	0	0
498.0	0	0	0	1
506.0	0	1	0	0
514.0	0	0	0	1
518.0	0	1	0	0
527.0	0	0	0	1
531.0	0	1	0	1
540.0	0	1	0	0
558.0	0	0	0	1
568.0	0	1	0	0
571.0	0	0	0	1
574.0	0	1	0	0
582.0	0	0	0	1
587.0	0	1	0	0
596.0	0	0	0	2
607.0	0	1	0	0
609.0	0	1	0	0
632.0	0	0	0	1
636.0	0	1	0	0
690.0	0	0	0	1
701.0	0	1	0	0
862.0	0	0	0	1
878.0	0	1	0	0
944.0	0	0	0	1
957.0	0	1	0	0
1122.0	0	0	0	1
1142.0	0	1	0	0

