## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR20female2_sorted.bam] OUTPUT=../bams/MR20female2_sorted_marked.bam METRICS_FILE=MR20female2_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 12:21:06 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	29173	19132879	381806	864121	9612	2703668	399152	0.141453	69762757

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
65.0	4.246263	21	0	20
66.0	4.246263	25	0	18
67.0	4.246263	9	0	12
68.0	4.246263	12	0	14
69.0	4.246263	14	0	9
70.0	4.246263	13	0	15
71.0	4.246263	10	0	12
72.0	4.246263	17	0	16
73.0	4.246263	16	0	16
74.0	4.246263	10	0	12
75.0	4.246263	18	0	14
76.0	4.246263	8	0	7
77.0	4.246263	11	0	9
78.0	4.246263	8	0	7
79.0	4.246263	7	0	9
80.0	4.246263	12	0	14
81.0	4.246263	8	0	12
82.0	4.246263	13	0	10
83.0	4.246263	10	0	8
84.0	4.246263	8	0	10
85.0	4.246263	10	0	8
86.0	4.246263	11	0	14
87.0	4.246263	9	0	6
88.0	4.246263	7	0	8
89.0	4.246263	8	0	9
90.0	4.246263	10	0	8
91.0	4.246263	3	0	2
92.0	4.246263	4	0	3
93.0	4.246263	6	0	6
94.0	4.246263	6	0	7
95.0	4.246263	6	0	5
96.0	4.246263	5	0	4
97.0	4.246263	6	0	4
98.0	4.246263	5	0	7
99.0	4.246263	2	0	1
100.0	4.246263	4	0	6
101.0	0	3	0	8
102.0	0	12	0	8
103.0	0	6	0	6
104.0	0	5	0	3
105.0	0	5	0	4
106.0	0	2	0	4
107.0	0	5	0	4
108.0	0	6	0	10
109.0	0	5	0	3
110.0	0	7	0	5
111.0	0	3	0	5
112.0	0	7	0	5
113.0	0	3	0	4
114.0	0	4	0	6
115.0	0	5	0	3
116.0	0	6	0	7
117.0	0	3	0	2
118.0	0	3	0	0
119.0	0	2	0	2
120.0	0	3	0	6
121.0	0	2	0	3
122.0	0	5	0	5
123.0	0	3	0	3
124.0	0	4	0	9
125.0	0	5	0	1
126.0	0	8	0	8
127.0	0	7	0	4
128.0	0	3	0	2
129.0	0	4	0	4
130.0	0	1	0	3
131.0	0	5	0	3
132.0	0	3	0	2
133.0	0	2	0	3
134.0	0	2	0	3
135.0	0	1	0	1
136.0	0	2	0	3
137.0	0	0	0	1
138.0	0	5	0	2
139.0	0	2	0	4
140.0	0	2	0	3
141.0	0	3	0	1
142.0	0	5	0	4
143.0	0	1	0	3
144.0	0	1	0	0
145.0	0	2	0	2
146.0	0	2	0	3
147.0	0	3	0	1
148.0	0	1	0	1
149.0	0	2	0	2
150.0	0	1	0	2
151.0	0	1	0	2
152.0	0	0	0	2
153.0	0	5	0	2
154.0	0	3	0	2
155.0	0	2	0	1
156.0	0	2	0	2
157.0	0	3	0	5
158.0	0	2	0	0
159.0	0	0	0	1
160.0	0	3	0	4
161.0	0	3	0	2
162.0	0	2	0	6
163.0	0	4	0	3
164.0	0	2	0	2
165.0	0	3	0	1
166.0	0	2	0	1
167.0	0	3	0	4
168.0	0	1	0	2
169.0	0	2	0	1
170.0	0	2	0	0
171.0	0	2	0	1
174.0	0	0	0	1
175.0	0	0	0	2
176.0	0	3	0	2
177.0	0	2	0	1
178.0	0	1	0	2
179.0	0	1	0	1
180.0	0	1	0	1
182.0	0	2	0	0
183.0	0	1	0	1
184.0	0	0	0	1
185.0	0	2	0	3
186.0	0	2	0	2
187.0	0	1	0	1
188.0	0	1	0	1
189.0	0	2	0	0
190.0	0	0	0	1
191.0	0	0	0	1
192.0	0	1	0	0
193.0	0	0	0	2
194.0	0	2	0	2
196.0	0	2	0	1
197.0	0	0	0	4
198.0	0	3	0	1
199.0	0	1	0	4
200.0	0	4	0	0
201.0	0	3	0	1
202.0	0	0	0	1
203.0	0	1	0	1
204.0	0	1	0	1
205.0	0	2	0	1
206.0	0	0	0	1
207.0	0	1	0	1
209.0	0	2	0	0
211.0	0	0	0	3
212.0	0	1	0	3
213.0	0	4	0	1
214.0	0	2	0	1
216.0	0	3	0	3
217.0	0	1	0	0
218.0	0	0	0	1
220.0	0	1	0	0
221.0	0	0	0	1
222.0	0	0	0	2
223.0	0	1	0	1
224.0	0	1	0	0
225.0	0	1	0	1
226.0	0	1	0	0
227.0	0	1	0	0
229.0	0	0	0	2
230.0	0	1	0	1
232.0	0	2	0	1
233.0	0	2	0	3
235.0	0	2	0	0
236.0	0	0	0	3
237.0	0	1	0	0
238.0	0	2	0	1
239.0	0	0	0	1
240.0	0	1	0	0
242.0	0	1	0	0
245.0	0	0	0	1
246.0	0	1	0	0
250.0	0	0	0	1
253.0	0	1	0	0
256.0	0	0	0	2
257.0	0	1	0	1
258.0	0	1	0	0
261.0	0	1	0	1
263.0	0	1	0	1
265.0	0	1	0	0
266.0	0	1	0	1
267.0	0	0	0	1
268.0	0	0	0	1
270.0	0	1	0	0
272.0	0	1	0	0
273.0	0	0	0	1
274.0	0	1	0	1
277.0	0	1	0	0
278.0	0	0	0	1
279.0	0	0	0	1
280.0	0	0	0	1
281.0	0	1	0	1
282.0	0	1	0	1
283.0	0	1	0	0
284.0	0	0	0	1
286.0	0	2	0	1
287.0	0	1	0	2
289.0	0	2	0	0
290.0	0	1	0	0
298.0	0	0	0	1
303.0	0	1	0	0
306.0	0	0	0	1
312.0	0	1	0	0
313.0	0	0	0	1
314.0	0	1	0	0
328.0	0	0	0	2
331.0	0	2	0	0
333.0	0	0	0	1
336.0	0	1	0	0
337.0	0	0	0	1
341.0	0	1	0	0
342.0	0	0	0	1
343.0	0	1	0	0
355.0	0	0	0	1
356.0	0	0	0	1
360.0	0	1	0	0
362.0	0	1	0	0
365.0	0	0	0	1
372.0	0	1	0	0
392.0	0	0	0	1
396.0	0	1	0	0
399.0	0	0	0	1
406.0	0	1	0	0
430.0	0	0	0	2
431.0	0	0	0	1
432.0	0	1	0	1
434.0	0	1	0	0
436.0	0	1	0	0
438.0	0	1	0	0
447.0	0	0	0	2
449.0	0	1	0	1
452.0	0	1	0	0
453.0	0	1	0	0
467.0	0	0	0	1
471.0	0	1	0	0
480.0	0	0	0	1
486.0	0	1	0	0
665.0	0	0	0	1
672.0	0	1	0	0
732.0	0	0	0	1
741.0	0	1	0	0
850.0	0	0	0	1
860.0	0	1	0	0

