## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR19female1_sorted.bam] OUTPUT=../bams/MR19female1_sorted_marked.bam METRICS_FILE=MR19female1_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 13:11:07 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	30072	21643888	531330	819982	11068	3128933	451619	0.144719	76649880

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
160.0	0	2	0	8
161.0	0	8	0	2
162.0	0	3	0	1
163.0	0	2	0	3
164.0	0	0	0	1
165.0	0	3	0	5
166.0	0	3	0	4
167.0	0	7	0	4
168.0	0	2	0	3
169.0	0	2	0	3
170.0	0	1	0	2
171.0	0	4	0	2
172.0	0	2	0	1
173.0	0	2	0	1
174.0	0	2	0	2
175.0	0	1	0	3
176.0	0	0	0	2
177.0	0	3	0	4
178.0	0	4	0	2
179.0	0	4	0	2
180.0	0	1	0	1
181.0	0	2	0	3
182.0	0	3	0	2
183.0	0	1	0	1
184.0	0	0	0	5
185.0	0	2	0	2
186.0	0	5	0	2
187.0	0	4	0	0
188.0	0	2	0	3
189.0	0	2	0	2
190.0	0	2	0	0
191.0	0	2	0	3
192.0	0	1	0	4
193.0	0	1	0	0
194.0	0	2	0	3
195.0	0	2	0	3
196.0	0	1	0	2
197.0	0	3	0	2
198.0	0	4	0	3
199.0	0	1	0	0
200.0	0	2	0	0
201.0	0	2	0	1
202.0	0	1	0	1
203.0	0	1	0	3
204.0	0	0	0	4
205.0	0	2	0	2
206.0	0	2	0	1
207.0	0	3	0	1
208.0	0	0	0	1
210.0	0	1	0	1
211.0	0	2	0	0
212.0	0	1	0	2
213.0	0	1	0	0
214.0	0	2	0	0
215.0	0	0	0	2
216.0	0	2	0	0
217.0	0	0	0	4
218.0	0	3	0	2
219.0	0	1	0	1
220.0	0	3	0	1
221.0	0	1	0	2
222.0	0	1	0	2
223.0	0	0	0	1
224.0	0	1	0	0
225.0	0	0	0	2
226.0	0	2	0	1
227.0	0	2	0	2
228.0	0	1	0	0
229.0	0	2	0	1
230.0	0	1	0	0
231.0	0	0	0	2
232.0	0	2	0	1
233.0	0	0	0	1
234.0	0	2	0	0
235.0	0	1	0	1
236.0	0	1	0	2
237.0	0	1	0	0
238.0	0	1	0	2
239.0	0	2	0	0
240.0	0	0	0	1
241.0	0	0	0	2
242.0	0	2	0	0
244.0	0	1	0	0
246.0	0	0	0	1
247.0	0	1	0	1
248.0	0	0	0	1
249.0	0	1	0	0
250.0	0	1	0	0
251.0	0	0	0	1
252.0	0	1	0	1
253.0	0	0	0	1
254.0	0	2	0	1
255.0	0	0	0	2
256.0	0	1	0	3
257.0	0	3	0	2
258.0	0	2	0	1
259.0	0	1	0	0
260.0	0	2	0	1
263.0	0	0	0	1
265.0	0	0	0	3
266.0	0	4	0	0
267.0	0	1	0	2
269.0	0	1	0	2
270.0	0	1	0	1
271.0	0	1	0	1
272.0	0	1	0	0
274.0	0	1	0	0
275.0	0	1	0	0
276.0	0	1	0	2
279.0	0	1	0	0
280.0	0	0	0	1
281.0	0	0	0	1
283.0	0	1	0	1
284.0	0	1	0	1
285.0	0	2	0	0
286.0	0	0	0	1
288.0	0	0	0	1
291.0	0	0	0	1
292.0	0	1	0	0
293.0	0	1	0	0
294.0	0	0	0	1
295.0	0	1	0	1
296.0	0	0	0	1
297.0	0	2	0	1
299.0	0	1	0	0
300.0	0	1	0	3
302.0	0	1	0	1
303.0	0	3	0	1
304.0	0	0	0	1
306.0	0	0	0	1
307.0	0	2	0	1
309.0	0	1	0	0
311.0	0	1	0	1
312.0	0	1	0	2
313.0	0	0	0	1
316.0	0	0	0	1
317.0	0	1	0	0
318.0	0	2	0	1
319.0	0	1	0	0
323.0	0	1	0	2
324.0	0	0	0	1
325.0	0	1	0	1
326.0	0	1	0	0
327.0	0	0	0	1
328.0	0	2	0	0
331.0	0	0	0	2
332.0	0	1	0	0
333.0	0	1	0	0
335.0	0	1	0	1
338.0	0	0	0	1
339.0	0	1	0	0
340.0	0	0	0	1
341.0	0	1	0	0
342.0	0	1	0	0
344.0	0	0	0	1
346.0	0	1	0	1
349.0	0	1	0	0
352.0	0	0	0	1
353.0	0	1	0	0
354.0	0	0	0	1
357.0	0	1	0	0
361.0	0	0	0	1
364.0	0	1	0	0
368.0	0	0	0	1
369.0	0	0	0	1
370.0	0	0	0	1
372.0	0	1	0	0
373.0	0	1	0	0
376.0	0	0	0	1
379.0	0	2	0	1
383.0	0	1	0	0
384.0	0	0	0	1
386.0	0	1	0	0
396.0	0	0	0	1
397.0	0	1	0	0
403.0	0	0	0	2
406.0	0	0	0	1
407.0	0	2	0	1
408.0	0	0	0	1
411.0	0	2	0	0
414.0	0	1	0	1
417.0	0	1	0	1
420.0	0	1	0	0
424.0	0	0	0	1
426.0	0	1	0	0
431.0	0	0	0	1
438.0	0	0	0	1
440.0	0	1	0	0
442.0	0	1	0	0
449.0	0	0	0	2
451.0	0	0	0	2
452.0	0	1	0	0
454.0	0	1	0	0
457.0	0	1	0	0
460.0	0	1	0	0
479.0	0	0	0	1
483.0	0	1	0	0
496.0	0	0	0	1
500.0	0	1	0	0
503.0	0	0	0	1
511.0	0	1	0	0
514.0	0	0	0	1
515.0	0	1	0	1
518.0	0	1	0	0
524.0	0	0	0	1
529.0	0	1	0	0
546.0	0	0	0	1
550.0	0	1	0	0
579.0	0	0	0	1
586.0	0	1	0	0
620.0	0	0	0	1
625.0	0	0	0	1
627.0	0	1	0	0
629.0	0	1	0	0
640.0	0	0	0	1
643.0	0	0	0	1
644.0	0	1	0	1
650.0	0	1	0	0
652.0	0	1	0	0
674.0	0	0	0	1
676.0	0	0	0	1
677.0	0	1	0	1
681.0	0	1	0	0
682.0	0	1	0	0
721.0	0	0	0	1
725.0	0	1	0	0
1000.0	0	0	0	1
1014.0	0	1	0	0
1056.0	0	0	0	1
1069.0	0	1	0	0
1283.0	0	0	0	1
1306.0	0	1	0	0

