## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR_male_sorted.bam] OUTPUT=../bams/MR_male_sorted_marked.bam METRICS_FILE=MR_male_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 12:25:07 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	24053	12803070	233193	3554381	7894	2014470	277769	0.157503	40887551

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
65.0	3.789885	19	0	21
66.0	3.789885	26	0	29
67.0	3.789885	30	0	25
68.0	3.789885	21	0	19
69.0	3.789885	18	0	21
70.0	3.789885	23	0	19
71.0	3.789885	10	0	18
72.0	3.789885	23	0	19
73.0	3.789885	20	0	15
74.0	3.789885	11	0	13
75.0	3.789885	15	0	16
76.0	3.789885	14	0	12
77.0	3.789885	14	0	11
78.0	3.789885	13	0	17
79.0	3.789885	12	0	15
80.0	3.789885	14	0	10
81.0	3.789885	13	0	13
82.0	3.789885	10	0	16
83.0	3.789885	20	0	23
84.0	3.789885	12	0	8
85.0	3.789885	14	0	18
86.0	3.789885	22	0	14
87.0	3.789885	11	0	9
88.0	3.789885	10	0	7
89.0	3.789885	11	0	13
90.0	3.789885	14	0	19
91.0	3.789885	15	0	12
92.0	3.789885	14	0	9
93.0	3.789885	5	0	9
94.0	3.789885	10	0	6
95.0	3.789885	11	0	9
96.0	3.789885	8	0	9
97.0	3.789885	8	0	9
98.0	3.789885	5	0	8
99.0	3.789885	8	0	9
100.0	3.789885	11	0	10
101.0	0	11	0	13
102.0	0	9	0	8
103.0	0	8	0	10
104.0	0	9	0	8
105.0	0	7	0	9
106.0	0	7	0	7
107.0	0	13	0	8
108.0	0	8	0	12
109.0	0	11	0	7
110.0	0	5	0	8
111.0	0	6	0	4
112.0	0	8	0	11
113.0	0	7	0	6
114.0	0	9	0	13
115.0	0	7	0	4
116.0	0	11	0	6
117.0	0	5	0	7
118.0	0	6	0	11
119.0	0	14	0	13
120.0	0	4	0	8
121.0	0	11	0	10
122.0	0	13	0	8
123.0	0	6	0	4
124.0	0	6	0	6
125.0	0	5	0	4
126.0	0	6	0	4
127.0	0	8	0	5
128.0	0	2	0	5
129.0	0	2	0	3
130.0	0	4	0	4
131.0	0	7	0	8
132.0	0	8	0	5
133.0	0	6	0	8
134.0	0	6	0	3
135.0	0	2	0	2
136.0	0	2	0	7
137.0	0	6	0	4
138.0	0	7	0	4
139.0	0	5	0	5
140.0	0	4	0	2
141.0	0	2	0	5
142.0	0	3	0	1
143.0	0	0	0	1
144.0	0	1	0	7
145.0	0	7	0	4
146.0	0	5	0	5
147.0	0	8	0	2
148.0	0	3	0	7
149.0	0	4	0	3
150.0	0	2	0	4
151.0	0	4	0	4
152.0	0	2	0	3
153.0	0	5	0	3
154.0	0	4	0	4
155.0	0	5	0	3
156.0	0	4	0	4
157.0	0	3	0	3
158.0	0	2	0	2
159.0	0	2	0	5
160.0	0	4	0	4
161.0	0	1	0	3
162.0	0	4	0	3
163.0	0	3	0	0
164.0	0	3	0	1
165.0	0	1	0	2
166.0	0	3	0	4
167.0	0	1	0	2
168.0	0	2	0	3
169.0	0	2	0	2
170.0	0	4	0	3
171.0	0	4	0	3
172.0	0	3	0	1
173.0	0	2	0	2
174.0	0	4	0	7
175.0	0	3	0	2
176.0	0	2	0	1
177.0	0	2	0	0
178.0	0	1	0	2
179.0	0	3	0	2
180.0	0	0	0	1
181.0	0	1	0	3
182.0	0	1	0	2
183.0	0	3	0	0
184.0	0	2	0	2
185.0	0	0	0	2
186.0	0	4	0	3
187.0	0	1	0	2
188.0	0	2	0	0
189.0	0	3	0	1
190.0	0	1	0	3
191.0	0	0	0	1
192.0	0	3	0	2
193.0	0	2	0	1
194.0	0	1	0	1
195.0	0	3	0	3
196.0	0	1	0	2
198.0	0	1	0	1
199.0	0	0	0	2
200.0	0	2	0	0
201.0	0	3	0	0
202.0	0	1	0	3
203.0	0	1	0	1
204.0	0	0	0	1
205.0	0	1	0	1
206.0	0	1	0	1
207.0	0	1	0	2
208.0	0	1	0	2
209.0	0	0	0	2
210.0	0	4	0	1
211.0	0	3	0	2
212.0	0	0	0	4
213.0	0	3	0	1
214.0	0	4	0	0
215.0	0	1	0	1
216.0	0	1	0	1
217.0	0	0	0	1
218.0	0	1	0	1
219.0	0	0	0	1
220.0	0	2	0	2
221.0	0	1	0	0
222.0	0	1	0	0
224.0	0	1	0	1
225.0	0	1	0	1
226.0	0	1	0	1
227.0	0	0	0	2
228.0	0	1	0	0
229.0	0	2	0	1
230.0	0	1	0	0
234.0	0	0	0	1
236.0	0	0	0	1
237.0	0	1	0	0
238.0	0	1	0	0
239.0	0	1	0	1
244.0	0	0	0	1
245.0	0	0	0	2
247.0	0	0	0	2
248.0	0	2	0	0
249.0	0	1	0	0
250.0	0	1	0	0
251.0	0	1	0	0
253.0	0	0	0	1
255.0	0	1	0	1
259.0	0	0	0	1
260.0	0	1	0	0
261.0	0	0	0	1
262.0	0	1	0	1
263.0	0	0	0	1
265.0	0	3	0	1
266.0	0	0	0	1
268.0	0	0	0	1
269.0	0	2	0	2
270.0	0	1	0	2
271.0	0	1	0	1
272.0	0	0	0	1
273.0	0	1	0	0
274.0	0	2	0	0
275.0	0	2	0	2
276.0	0	0	0	1
277.0	0	1	0	0
279.0	0	1	0	1
280.0	0	1	0	0
282.0	0	0	0	1
283.0	0	2	0	0
285.0	0	0	0	1
287.0	0	1	0	1
288.0	0	0	0	2
289.0	0	1	0	0
290.0	0	1	0	0
291.0	0	0	0	1
292.0	0	1	0	0
294.0	0	0	0	1
295.0	0	0	0	1
296.0	0	1	0	0
298.0	0	1	0	0
299.0	0	0	0	1
300.0	0	1	0	1
301.0	0	1	0	1
302.0	0	1	0	0
304.0	0	0	0	1
305.0	0	1	0	0
308.0	0	1	0	0
310.0	0	0	0	2
313.0	0	1	0	0
314.0	0	0	0	1
316.0	0	1	0	0
317.0	0	0	0	1
319.0	0	1	0	0
321.0	0	1	0	0
325.0	0	0	0	1
331.0	0	1	0	0
332.0	0	0	0	1
335.0	0	0	0	2
336.0	0	0	0	1
337.0	0	1	0	1
340.0	0	2	0	1
341.0	0	0	0	1
342.0	0	1	0	0
343.0	0	0	0	1
344.0	0	1	0	0
346.0	0	1	0	0
347.0	0	1	0	0
349.0	0	1	0	0
355.0	0	0	0	2
357.0	0	0	0	1
358.0	0	1	0	1
359.0	0	1	0	0
362.0	0	1	0	0
363.0	0	0	0	2
365.0	0	2	0	0
369.0	0	1	0	0
370.0	0	0	0	1
374.0	0	1	0	0
378.0	0	0	0	1
381.0	0	1	0	0
389.0	0	0	0	1
391.0	0	0	0	1
394.0	0	1	0	0
397.0	0	1	0	0
400.0	0	0	0	1
402.0	0	1	0	0
505.0	0	0	0	1
514.0	0	1	0	0
611.0	0	0	0	1
618.0	0	1	0	0

