## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR20male2_sorted.bam] OUTPUT=../bams/MR20male2_sorted_marked.bam METRICS_FILE=MR20male2_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 13:18:52 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	24755	17038569	363987	556351	8603	2756442	409441	0.161911	53226625

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
73.0	3.7268	18	0	17
74.0	3.7268	14	0	16
75.0	3.7268	13	0	12
76.0	3.7268	15	0	13
77.0	3.7268	16	0	17
78.0	3.7268	11	0	13
79.0	3.7268	15	0	12
80.0	3.7268	14	0	17
81.0	3.7268	11	0	12
82.0	3.7268	15	0	18
83.0	3.7268	25	0	24
84.0	3.7268	18	0	14
85.0	3.7268	15	0	14
86.0	3.7268	10	0	8
87.0	3.7268	7	0	10
88.0	3.7268	10	0	12
89.0	3.7268	16	0	9
90.0	3.7268	12	0	16
91.0	3.7268	10	0	13
92.0	3.7268	18	0	15
93.0	3.7268	11	0	12
94.0	3.7268	13	0	10
95.0	3.7268	13	0	12
96.0	3.7268	12	0	12
97.0	3.7268	14	0	9
98.0	3.7268	7	0	12
99.0	3.7268	9	0	9
100.0	3.7268	12	0	9
101.0	0	7	0	8
102.0	0	8	0	11
103.0	0	9	0	6
104.0	0	6	0	5
105.0	0	7	0	9
106.0	0	8	0	10
107.0	0	4	0	2
108.0	0	6	0	9
109.0	0	9	0	11
110.0	0	10	0	7
111.0	0	7	0	5
112.0	0	3	0	11
113.0	0	12	0	8
114.0	0	7	0	4
115.0	0	6	0	6
116.0	0	6	0	3
117.0	0	2	0	7
118.0	0	7	0	8
119.0	0	8	0	10
120.0	0	9	0	4
121.0	0	6	0	3
122.0	0	2	0	9
123.0	0	8	0	4
124.0	0	3	0	3
125.0	0	8	0	8
126.0	0	5	0	3
127.0	0	3	0	2
128.0	0	9	0	12
129.0	0	4	0	3
130.0	0	5	0	3
131.0	0	2	0	11
132.0	0	5	0	2
133.0	0	7	0	4
134.0	0	7	0	2
135.0	0	1	0	4
136.0	0	2	0	4
137.0	0	0	0	3
138.0	0	5	0	5
139.0	0	10	0	5
140.0	0	3	0	3
141.0	0	5	0	9
142.0	0	8	0	5
143.0	0	5	0	4
144.0	0	5	0	3
145.0	0	3	0	4
146.0	0	1	0	2
147.0	0	6	0	5
148.0	0	3	0	1
149.0	0	3	0	3
150.0	0	4	0	3
151.0	0	1	0	1
152.0	0	6	0	8
153.0	0	1	0	2
154.0	0	2	0	1
155.0	0	4	0	5
156.0	0	4	0	1
157.0	0	1	0	5
158.0	0	4	0	3
159.0	0	5	0	4
160.0	0	2	0	2
161.0	0	1	0	0
162.0	0	2	0	1
163.0	0	0	0	3
164.0	0	1	0	2
165.0	0	3	0	1
166.0	0	3	0	1
167.0	0	0	0	1
168.0	0	2	0	2
169.0	0	1	0	2
170.0	0	4	0	2
171.0	0	1	0	4
172.0	0	4	0	4
173.0	0	1	0	2
174.0	0	1	0	1
175.0	0	2	0	1
176.0	0	2	0	2
177.0	0	3	0	2
178.0	0	1	0	1
179.0	0	3	0	2
180.0	0	2	0	3
181.0	0	2	0	1
182.0	0	1	0	5
183.0	0	2	0	1
184.0	0	2	0	0
185.0	0	5	0	3
186.0	0	2	0	1
187.0	0	0	0	2
188.0	0	2	0	3
189.0	0	1	0	2
190.0	0	1	0	1
191.0	0	2	0	1
192.0	0	2	0	1
193.0	0	1	0	3
194.0	0	0	0	3
195.0	0	5	0	0
196.0	0	2	0	1
197.0	0	1	0	2
198.0	0	2	0	2
199.0	0	1	0	0
200.0	0	1	0	1
201.0	0	0	0	2
202.0	0	1	0	3
203.0	0	6	0	2
204.0	0	0	0	1
205.0	0	0	0	3
206.0	0	4	0	1
207.0	0	2	0	0
208.0	0	1	0	1
209.0	0	0	0	1
210.0	0	1	0	2
211.0	0	1	0	3
212.0	0	3	0	4
213.0	0	4	0	2
214.0	0	1	0	0
215.0	0	2	0	1
217.0	0	2	0	1
218.0	0	1	0	2
219.0	0	1	0	2
220.0	0	1	0	1
221.0	0	2	0	3
222.0	0	0	0	2
223.0	0	0	0	1
224.0	0	3	0	2
225.0	0	4	0	3
226.0	0	3	0	2
227.0	0	2	0	0
228.0	0	1	0	1
230.0	0	2	0	1
231.0	0	0	0	1
232.0	0	0	0	2
233.0	0	3	0	0
235.0	0	0	0	1
236.0	0	1	0	1
237.0	0	2	0	1
238.0	0	0	0	1
239.0	0	0	0	1
242.0	0	1	0	1
243.0	0	2	0	1
244.0	0	1	0	0
246.0	0	1	0	0
247.0	0	0	0	1
248.0	0	0	0	5
249.0	0	1	0	1
250.0	0	2	0	1
252.0	0	3	0	2
253.0	0	1	0	0
254.0	0	0	0	1
256.0	0	1	0	0
257.0	0	1	0	0
258.0	0	0	0	3
259.0	0	2	0	0
260.0	0	2	0	2
263.0	0	1	0	1
264.0	0	2	0	0
266.0	0	1	0	1
267.0	0	0	0	2
268.0	0	1	0	1
269.0	0	1	0	1
271.0	0	1	0	1
272.0	0	2	0	1
275.0	0	0	0	3
276.0	0	2	0	2
277.0	0	1	0	0
278.0	0	1	0	1
279.0	0	1	0	1
280.0	0	1	0	0
281.0	0	0	0	2
283.0	0	2	0	0
284.0	0	3	0	1
285.0	0	1	0	0
288.0	0	0	0	1
292.0	0	0	0	1
293.0	0	1	0	0
299.0	0	1	0	0
300.0	0	0	0	1
302.0	0	0	0	1
303.0	0	0	0	2
304.0	0	0	0	1
305.0	0	2	0	1
306.0	0	2	0	0
307.0	0	1	0	0
309.0	0	1	0	0
311.0	0	0	0	1
313.0	0	1	0	0
314.0	0	0	0	1
317.0	0	1	0	0
318.0	0	0	0	1
319.0	0	0	0	1
320.0	0	1	0	0
322.0	0	1	0	0
327.0	0	0	0	1
328.0	0	0	0	1
329.0	0	1	0	1
330.0	0	1	0	0
332.0	0	0	0	1
335.0	0	2	0	0
339.0	0	0	0	1
342.0	0	0	0	2
343.0	0	1	0	1
346.0	0	1	0	0
347.0	0	1	0	0
349.0	0	1	0	0
362.0	0	0	0	1
368.0	0	1	0	1
369.0	0	0	0	2
372.0	0	1	0	1
373.0	0	1	0	0
376.0	0	1	0	0
378.0	0	0	0	1
380.0	0	1	0	0
383.0	0	0	0	1
388.0	0	1	0	0
392.0	0	1	0	0
393.0	0	0	0	1
394.0	0	1	0	0
397.0	0	0	0	1
399.0	0	1	0	0
404.0	0	0	0	2
407.0	0	1	0	0
408.0	0	0	0	1
409.0	0	1	0	0
413.0	0	1	0	0
415.0	0	0	0	1
419.0	0	1	0	0
424.0	0	0	0	1
436.0	0	1	0	0
447.0	0	0	0	1
450.0	0	1	0	0
479.0	0	0	0	1
484.0	0	0	0	1
493.0	0	1	0	0
494.0	0	1	0	0
501.0	0	0	0	1
509.0	0	1	0	0
530.0	0	0	0	1
533.0	0	1	0	0
613.0	0	0	0	1
618.0	0	1	0	0
646.0	0	0	0	1
653.0	0	1	0	0
815.0	0	0	0	1
824.0	0	1	0	0

