## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR19female2_sorted.bam] OUTPUT=../bams/MR19female2_sorted_marked.bam METRICS_FILE=MR19female2_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 13:19:03 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	40079	16510042	317418	1927605	12308	2684883	396133	0.162796	51215756

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
65.0	3.704533	17	0	15
66.0	3.704533	9	0	13
67.0	3.704533	16	0	12
68.0	3.704533	17	0	15
69.0	3.704533	11	0	12
70.0	3.704533	10	0	11
71.0	3.704533	11	0	9
72.0	3.704533	11	0	10
73.0	3.704533	11	0	7
74.0	3.704533	14	0	14
75.0	3.704533	10	0	12
76.0	3.704533	10	0	10
77.0	3.704533	7	0	5
78.0	3.704533	14	0	15
79.0	3.704533	7	0	6
80.0	3.704533	9	0	15
81.0	3.704533	12	0	8
82.0	3.704533	8	0	7
83.0	3.704533	8	0	4
84.0	3.704533	6	0	7
85.0	3.704533	6	0	7
86.0	3.704533	5	0	8
87.0	3.704533	8	0	7
88.0	3.704533	6	0	11
89.0	3.704533	13	0	8
90.0	3.704533	9	0	4
91.0	3.704533	3	0	5
92.0	3.704533	3	0	8
93.0	3.704533	8	0	5
94.0	3.704533	7	0	7
95.0	3.704533	6	0	4
96.0	3.704533	6	0	7
97.0	3.704533	5	0	6
98.0	3.704533	8	0	4
99.0	3.704533	1	0	3
100.0	3.704533	7	0	6
101.0	0	5	0	3
102.0	0	5	0	8
103.0	0	5	0	5
104.0	0	1	0	3
105.0	0	5	0	2
106.0	0	2	0	3
107.0	0	1	0	2
108.0	0	7	0	3
109.0	0	2	0	6
110.0	0	6	0	3
111.0	0	0	0	1
112.0	0	4	0	5
113.0	0	2	0	5
114.0	0	6	0	3
115.0	0	1	0	5
116.0	0	8	0	3
117.0	0	3	0	3
118.0	0	3	0	3
119.0	0	2	0	4
120.0	0	3	0	2
121.0	0	5	0	4
122.0	0	1	0	2
123.0	0	3	0	5
124.0	0	0	0	6
125.0	0	7	0	4
126.0	0	6	0	2
127.0	0	3	0	4
128.0	0	3	0	5
129.0	0	3	0	0
130.0	0	7	0	4
131.0	0	2	0	3
132.0	0	3	0	2
133.0	0	2	0	1
134.0	0	1	0	0
135.0	0	0	0	5
136.0	0	4	0	4
137.0	0	5	0	1
138.0	0	1	0	5
139.0	0	1	0	0
140.0	0	3	0	3
141.0	0	3	0	2
142.0	0	0	0	1
143.0	0	3	0	0
144.0	0	0	0	2
145.0	0	1	0	0
146.0	0	2	0	1
147.0	0	0	0	2
148.0	0	1	0	2
149.0	0	1	0	2
150.0	0	4	0	2
151.0	0	0	0	3
152.0	0	0	0	3
153.0	0	6	0	3
154.0	0	3	0	1
155.0	0	2	0	1
156.0	0	1	0	2
157.0	0	4	0	2
158.0	0	1	0	3
159.0	0	2	0	1
160.0	0	1	0	1
161.0	0	3	0	2
162.0	0	2	0	1
165.0	0	0	0	2
166.0	0	2	0	2
167.0	0	0	0	3
168.0	0	3	0	2
169.0	0	5	0	1
170.0	0	1	0	1
174.0	0	0	0	1
175.0	0	3	0	1
176.0	0	1	0	2
177.0	0	1	0	1
178.0	0	0	0	2
179.0	0	2	0	2
180.0	0	2	0	0
181.0	0	1	0	2
183.0	0	1	0	2
185.0	0	2	0	0
186.0	0	1	0	2
187.0	0	2	0	0
188.0	0	0	0	1
190.0	0	0	0	1
191.0	0	1	0	1
192.0	0	1	0	0
193.0	0	1	0	0
194.0	0	1	0	2
195.0	0	0	0	3
196.0	0	1	0	1
197.0	0	1	0	0
198.0	0	1	0	1
199.0	0	2	0	1
200.0	0	0	0	1
201.0	0	2	0	2
202.0	0	2	0	1
203.0	0	0	0	2
204.0	0	2	0	0
205.0	0	2	0	1
206.0	0	0	0	1
207.0	0	1	0	1
209.0	0	1	0	1
210.0	0	0	0	1
211.0	0	1	0	1
212.0	0	1	0	0
213.0	0	1	0	0
215.0	0	1	0	0
218.0	0	0	0	2
220.0	0	2	0	0
225.0	0	0	0	1
227.0	0	0	0	1
229.0	0	1	0	3
230.0	0	2	0	0
231.0	0	2	0	1
233.0	0	0	0	1
234.0	0	0	0	1
235.0	0	1	0	0
236.0	0	2	0	0
237.0	0	0	0	1
241.0	0	1	0	0
244.0	0	0	0	2
248.0	0	1	0	0
249.0	0	1	0	0
254.0	0	0	0	1
256.0	0	1	0	1
257.0	0	1	0	0
258.0	0	0	0	2
260.0	0	1	0	1
262.0	0	2	0	0
272.0	0	0	0	2
275.0	0	1	0	1
276.0	0	1	0	1
278.0	0	1	0	0
279.0	0	1	0	0
284.0	0	0	0	1
288.0	0	1	0	0
329.0	0	0	0	1
331.0	0	0	0	1
333.0	0	1	0	0
334.0	0	1	0	1
338.0	0	0	0	1
339.0	0	1	0	0
340.0	0	1	0	0
341.0	0	0	0	1
344.0	0	0	0	1
345.0	0	1	0	0
350.0	0	0	0	1
351.0	0	1	0	1
355.0	0	1	0	1
359.0	0	1	0	0
361.0	0	1	0	0
369.0	0	0	0	1
374.0	0	1	0	0
388.0	0	0	0	1
394.0	0	1	0	0
528.0	0	0	0	1
531.0	0	1	0	0
560.0	0	0	0	1
564.0	0	1	0	0
729.0	0	0	0	1
737.0	0	1	0	0

