## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../bams/MR20male1_sorted.bam] OUTPUT=../bams/MR20male1_sorted_marked.bam METRICS_FILE=MR20male1_metrics.txt ASSUME_SORTED=true VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Dec 15 12:16:37 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	29615	14757121	330223	1063985	10152	2367942	342493	0.160644	46365985

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	optical_sets	non_optical_sets
108.0	0	9	0	9
109.0	0	8	0	10
110.0	0	3	0	3
111.0	0	7	0	5
112.0	0	2	0	2
113.0	0	4	0	9
114.0	0	7	0	8
115.0	0	12	0	6
116.0	0	5	0	4
117.0	0	5	0	9
118.0	0	5	0	3
119.0	0	7	0	4
120.0	0	3	0	5
121.0	0	3	0	5
122.0	0	4	0	4
123.0	0	2	0	1
124.0	0	2	0	3
125.0	0	8	0	4
126.0	0	1	0	2
127.0	0	4	0	2
128.0	0	2	0	6
129.0	0	6	0	6
130.0	0	3	0	3
131.0	0	3	0	3
132.0	0	4	0	5
133.0	0	3	0	1
134.0	0	6	0	4
135.0	0	1	0	1
136.0	0	4	0	4
137.0	0	2	0	5
138.0	0	3	0	1
139.0	0	2	0	1
140.0	0	3	0	6
141.0	0	5	0	3
142.0	0	3	0	3
143.0	0	2	0	3
144.0	0	4	0	2
146.0	0	2	0	3
147.0	0	1	0	5
148.0	0	4	0	5
149.0	0	5	0	4
150.0	0	4	0	0
151.0	0	2	0	5
152.0	0	3	0	1
153.0	0	2	0	2
154.0	0	2	0	0
155.0	0	1	0	2
156.0	0	3	0	2
157.0	0	1	0	3
158.0	0	2	0	3
159.0	0	1	0	0
160.0	0	2	0	5
161.0	0	5	0	2
162.0	0	1	0	3
163.0	0	4	0	4
164.0	0	4	0	3
165.0	0	5	0	4
166.0	0	3	0	6
167.0	0	2	0	3
168.0	0	3	0	1
169.0	0	5	0	3
170.0	0	1	0	3
171.0	0	2	0	1
172.0	0	4	0	3
173.0	0	2	0	2
174.0	0	2	0	3
175.0	0	3	0	2
176.0	0	4	0	3
177.0	0	1	0	1
178.0	0	3	0	4
179.0	0	1	0	3
180.0	0	0	0	1
181.0	0	3	0	3
182.0	0	3	0	2
183.0	0	5	0	2
184.0	0	2	0	0
185.0	0	1	0	2
186.0	0	1	0	1
187.0	0	2	0	2
188.0	0	1	0	0
189.0	0	3	0	3
190.0	0	1	0	0
191.0	0	1	0	1
192.0	0	1	0	3
193.0	0	3	0	1
196.0	0	0	0	2
197.0	0	2	0	0
198.0	0	0	0	2
199.0	0	1	0	1
200.0	0	1	0	1
202.0	0	0	0	1
203.0	0	1	0	1
204.0	0	2	0	0
205.0	0	1	0	1
206.0	0	1	0	1
208.0	0	0	0	1
209.0	0	1	0	0
210.0	0	0	0	2
211.0	0	3	0	1
212.0	0	2	0	1
213.0	0	0	0	1
214.0	0	0	0	1
215.0	0	1	0	0
216.0	0	2	0	3
217.0	0	1	0	1
218.0	0	2	0	2
220.0	0	1	0	0
221.0	0	0	0	1
223.0	0	1	0	0
225.0	0	1	0	1
226.0	0	0	0	1
227.0	0	0	0	1
228.0	0	1	0	2
229.0	0	2	0	0
230.0	0	3	0	1
231.0	0	0	0	1
232.0	0	0	0	2
233.0	0	1	0	1
234.0	0	2	0	3
235.0	0	1	0	1
236.0	0	0	0	2
237.0	0	3	0	1
238.0	0	0	0	1
239.0	0	2	0	0
240.0	0	0	0	1
242.0	0	2	0	2
243.0	0	2	0	0
244.0	0	1	0	0
245.0	0	2	0	1
246.0	0	0	0	1
248.0	0	0	0	2
250.0	0	1	0	0
252.0	0	1	0	1
254.0	0	2	0	0
256.0	0	0	0	1
257.0	0	0	0	1
258.0	0	1	0	0
259.0	0	1	0	1
260.0	0	0	0	3
261.0	0	1	0	1
262.0	0	2	0	1
264.0	0	1	0	0
265.0	0	1	0	0
266.0	0	1	0	3
267.0	0	1	0	2
268.0	0	2	0	0
269.0	0	2	0	1
270.0	0	1	0	0
277.0	0	1	0	1
280.0	0	0	0	1
282.0	0	0	0	1
285.0	0	1	0	0
286.0	0	1	0	0
289.0	0	0	0	1
293.0	0	1	0	0
294.0	0	0	0	1
295.0	0	0	0	1
297.0	0	1	0	0
299.0	0	1	0	0
301.0	0	0	0	1
304.0	0	1	0	1
306.0	0	1	0	0
318.0	0	0	0	1
319.0	0	0	0	1
323.0	0	1	0	0
324.0	0	1	0	0
326.0	0	0	0	2
328.0	0	1	0	0
331.0	0	1	0	0
333.0	0	0	0	2
334.0	0	0	0	1
335.0	0	1	0	0
338.0	0	1	0	1
339.0	0	2	0	0
349.0	0	0	0	1
350.0	0	0	0	1
352.0	0	1	0	0
354.0	0	1	0	0
360.0	0	0	0	1
364.0	0	0	0	1
365.0	0	1	0	0
367.0	0	1	0	1
369.0	0	0	0	1
370.0	0	1	0	0
374.0	0	0	0	2
375.0	0	2	0	0
377.0	0	1	0	0
393.0	0	0	0	1
402.0	0	1	0	0
421.0	0	0	0	1
426.0	0	1	0	0
456.0	0	0	0	1
459.0	0	1	0	0
467.0	0	0	0	1
473.0	0	1	0	0
478.0	0	0	0	1
487.0	0	1	0	0
515.0	0	0	0	1
517.0	0	1	0	0
637.0	0	0	0	1
644.0	0	1	0	0
651.0	0	0	0	1
659.0	0	1	0	0
838.0	0	0	0	1
845.0	0	1	0	0

